127.0.0.1 - - [23/Apr/2020:10:07:10 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Thin-Hestia.eot HTTP/1.1" 200 399826
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Light-Hestia.eot HTTP/1.1" 200 397306
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Regular-Hestia.eot HTTP/1.1" 200 393250
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Medium-Hestia.eot HTTP/1.1" 200 391574
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Bold-Hestia.eot HTTP/1.1" 200 396774
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/css/ncmik/fonts/eot/NotoSansKR-Black-Hestia.eot HTTP/1.1" 200 404094
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:13 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:14 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1587604034306 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:14 +0900] "GET /cris/mng/pop/mainPopList.do?_=1587604034307 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:14 +0900] "GET /cris/echo-ws/info?t=1587604034636 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:14 +0900] "GET /cris/echo-ws/811/tn1izcgg/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:19 +0900] "GET /cris/index/index.do HTTP/1.1" 200 22008
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:24 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1587604043987 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:24 +0900] "GET /cris/mng/pop/mainPopList.do?_=1587604043988 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:24 +0900] "GET /cris/echo-ws/info?t=1587604044143 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:24 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:24 +0900] "GET /cris/echo-ws/725/4aekr0o3/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:26 +0900] "GET /cris/resources/js/common/nbTable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:26 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:26 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:27 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1587604046727 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:27 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:31 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35593
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:07:31 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:14:10 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35593
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:14:11 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:12 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35591
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:12 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:26 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35598
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:26 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 200 2638
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/print/screen.css HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 200 5555
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/chart/jui/jquery-ui.min.js HTTP/1.1" 200 241332
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/ncmik/subIndex.css HTTP/1.1" 200 85872
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/ncmik/KoreaOpenMed.css HTTP/1.1" 200 1419
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/ncmik/wonkiIndex.css HTTP/1.1" 200 16179
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/popup.css HTTP/1.1" 200 1421
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/utils/datepicker/css/datepicker.css HTTP/1.1" 200 32134
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/jquery-ui.min.css HTTP/1.1" 200 30105
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/common/write.js HTTP/1.1" 200 9824
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/common/nbTable.js HTTP/1.1" 200 109
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 200 13449
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/ncmik/mediaSub.css HTTP/1.1" 200 27183
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 200 2411
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/commonPop.js HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/jquery.printElement.js HTTP/1.1" 200 8620
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/images/sub/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/accordianMenu.js HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/jquery.print-preview.js HTTP/1.1" 200 8276
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/images/sub/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/print/print.css HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/js/commAttfile.js HTTP/1.1" 200 15103
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:49 +0900] "GET /cris/resources/utils/datepicker/js/datepicker.js HTTP/1.1" 200 146983
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/utils/datepicker/js/lang/ko.js HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/images/sub/sub_bg.png HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/images/sub/subdiv_icon.png HTTP/1.1" 200 12839
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1587604609396 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:50 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Medium-Hestia.woff HTTP/1.1" 200 242224
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:55 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35591
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:16:56 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:18:49 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35603
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:18:49 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:25:24 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35686
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:25:27 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35686
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:26:10 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35686
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:26:11 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:26:41 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35679
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:26:41 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:50:23 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35674
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:50:23 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:31 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35798
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:31 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:43 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35741
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:43 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:58 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35737
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:54:58 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:55:41 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35737
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:55:41 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:55:52 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35739
0:0:0:0:0:0:0:1 - - [23/Apr/2020:10:55:53 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:09:47 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35767
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:09:47 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:10:23 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35761
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:10:24 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:02 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35745
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:02 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:37 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35742
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:37 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:48 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35746
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:11:48 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:12:03 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35744
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:12:03 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:13:09 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35743
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:13:09 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:29:45 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35739
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:29:45 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:30:25 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35731
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:30:25 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:30:38 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35729
0:0:0:0:0:0:0:1 - - [23/Apr/2020:11:30:38 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:24:31 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35732
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:24:31 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:24:56 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35749
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:24:56 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:25:03 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35749
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:25:04 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:27:08 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35733
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:27:08 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:27:26 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35733
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:27:26 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:28:07 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35640
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:28:07 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:28:58 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35640
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:28:58 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:29:32 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35640
0:0:0:0:0:0:0:1 - - [23/Apr/2020:13:29:32 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
