127.0.0.1 - - [02/Apr/2020:09:33:37 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/css/ncmik/index.css HTTP/1.1" 200 65174
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/css/ncmik/mediaMain.css HTTP/1.1" 200 12099
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/bootstrap/css/carousel.css HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/bootstrap/css/bootstrap.css HTTP/1.1" 200 141702
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:43 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1585787684455 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/mng/pop/mainPopList.do?_=1585787684456 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Medium-Hestia.woff HTTP/1.1" 200 242224
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/echo-ws/info?t=1585787684613 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:44 +0900] "GET /cris/echo-ws/448/tq2gtcv3/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/print/screen.css HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/common/nbTable.js HTTP/1.1" 200 109
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/popup.css HTTP/1.1" 200 1421
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/chart/jui/jquery-ui.min.js HTTP/1.1" 200 241332
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/ncmik/subIndex.css HTTP/1.1" 200 85872
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/common/write.js HTTP/1.1" 200 9824
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/jquery-ui.min.css HTTP/1.1" 200 30105
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/ncmik/wonkiIndex.css HTTP/1.1" 200 16179
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/ncmik/mediaSub.css HTTP/1.1" 200 27183
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/utils/datepicker/css/datepicker.css HTTP/1.1" 200 32134
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/ncmik/KoreaOpenMed.css HTTP/1.1" 200 1419
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/jquery.print-preview.js HTTP/1.1" 200 8276
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/jquery.printElement.js HTTP/1.1" 200 8620
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/accordianMenu.js HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/js/commAttfile.js HTTP/1.1" 200 15103
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/print/print.css HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/images/sub/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/images/sub/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/utils/datepicker/js/datepicker.js HTTP/1.1" 200 146983
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/utils/datepicker/js/lang/ko.js HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/images/sub/sub_bg.png HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/resources/images/sub/subdiv_icon.png HTTP/1.1" 200 12839
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:49 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1585787689139 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:50 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:50 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:53 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18446
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:34:53 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:38:29 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18386
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:38:29 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:38:47 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18386
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:38:47 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:02 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18387
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:02 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:33 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18378
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:33 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:47 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18378
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:47 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:47 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:39:47 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:23 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18608
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:23 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:24 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:24 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:57 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18607
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:57 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:57 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:47:57 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:48:02 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18607
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:48:02 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:48:45 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18601
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:48:46 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:05 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18756
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:05 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:06 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:06 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:25 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18758
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:25 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:25 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:52:25 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/print/screen.css HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 200 2638
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 200 5555
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/common/write.js HTTP/1.1" 200 9824
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/chart/jui/jquery-ui.min.js HTTP/1.1" 200 241332
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/common/nbTable.js HTTP/1.1" 200 109
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/popup.css HTTP/1.1" 200 1421
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/ncmik/subIndex.css HTTP/1.1" 200 85872
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/jquery-ui.min.css HTTP/1.1" 200 30105
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/ncmik/KoreaOpenMed.css HTTP/1.1" 200 1419
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/ncmik/wonkiIndex.css HTTP/1.1" 200 16179
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/ncmik/mediaSub.css HTTP/1.1" 200 27183
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 200 13449
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/utils/datepicker/css/datepicker.css HTTP/1.1" 200 32134
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 200 2411
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/commAttfile.js HTTP/1.1" 200 15103
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/commonPop.js HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/jquery.print-preview.js HTTP/1.1" 200 8276
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/jquery.printElement.js HTTP/1.1" 200 8620
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/js/accordianMenu.js HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/images/sub/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/utils/datepicker/js/datepicker.js HTTP/1.1" 200 146983
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/images/sub/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/print/print.css HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:28 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/utils/datepicker/js/lang/ko.js HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/images/sub/sub_bg.png HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/images/sub/subdiv_icon.png HTTP/1.1" 200 12839
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1585788868359 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4230
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Medium-Hestia.woff HTTP/1.1" 200 242224
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:29 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:33 +0900] "GET /cris/resources/images/sub/right_arrow.png HTTP/1.1" 200 1274
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:35 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 18758
0:0:0:0:0:0:0:1 - - [02/Apr/2020:09:54:35 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/index/index.do HTTP/1.1" 200 22008
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 200 5555
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 200 2638
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/index.css HTTP/1.1" 200 65174
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/jquery-ui.css HTTP/1.1" 200 35619
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/visual.js HTTP/1.1" 200 10672
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/mediaMain.css HTTP/1.1" 200 12099
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/bootstrap/css/carousel.css HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/bootstrap/css/bootstrap.css HTTP/1.1" 200 141702
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/commonPop.js HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/jquery.popupoverlay.js HTTP/1.1" 200 30463
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 200 13449
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 200 2411
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Medium-Hestia.woff HTTP/1.1" 200 242224
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:29 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:30 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1585789650071 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:30 +0900] "GET /cris/mng/pop/mainPopList.do?_=1585789650072 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:30 +0900] "GET /cris/echo-ws/info?t=1585789650165 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:07:30 +0900] "GET /cris/echo-ws/964/ddtn2fyz/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:49:46 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 19317
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:49:46 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:51:29 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 19319
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:51:29 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:53:24 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 19319
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:53:24 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:53:24 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:53:35 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 19319
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:53:35 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:54:29 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 19319
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:54:29 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 7502
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:54:34 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:54:34 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [02/Apr/2020:10:54:34 +0900] "GET /cris/resources/js/jquery-1.11.3.min.js HTTP/1.1" 200 97175
