127.0.0.1 - - [16/Apr/2020:09:45:59 +0900] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/html5shiv.min.js HTTP/1.1" 200 2638
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/jquery.easing.min.js HTTP/1.1" 200 5555
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/common.js HTTP/1.1" 200 35177
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/dtree.js HTTP/1.1" 200 13449
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/jquery.treeview.js HTTP/1.1" 200 8212
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/paging/jquery.paging.js HTTP/1.1" 200 2411
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/jquery.popupoverlay.js HTTP/1.1" 200 30463
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/js/paging/jquery.paging.min.js HTTP/1.1" 200 3513
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/css/ncmik/jquery-ui.css HTTP/1.1" 200 35619
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/css/ncmik/index.css HTTP/1.1" 200 65174
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/bootstrap/css/carousel.css HTTP/1.1" 200 8784
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/css/ncmik/mediaMain.css HTTP/1.1" 200 12099
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/images/main/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/images/main/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:22 +0900] "GET /cris/resources/bootstrap/css/bootstrap.css HTTP/1.1" 200 141702
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/resources/css/ncmik/NotoSansKR-Hestia.css HTTP/1.1" 200 2948
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/resources/images/main/logo.png HTTP/1.1" 200 6561
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Findex%2Findex.do&_=1586997983409 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/mng/pop/mainPopList.do?_=1586997983410 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Medium-Hestia.woff HTTP/1.1" 200 242224
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Regular-Hestia.woff HTTP/1.1" 200 242532
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/echo-ws/info?t=1586997983548 HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:23 +0900] "GET /cris/echo-ws/516/w5mj3pdo/websocket HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/print/print-preview.css HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/print/screen.css HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/chart/jui/jquery-ui.min.js HTTP/1.1" 200 241332
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/common/nbTable.js HTTP/1.1" 200 109
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/common/write.js HTTP/1.1" 200 9824
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/jquery-ui.min.css HTTP/1.1" 200 30105
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/jquery.print-preview.js HTTP/1.1" 200 8276
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/commAttfile.js HTTP/1.1" 200 15103
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/ncmik/subIndex.css HTTP/1.1" 200 85872
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/ncmik/wonkiIndex.css HTTP/1.1" 200 16179
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/popup.css HTTP/1.1" 200 1421
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/ncmik/KoreaOpenMed.css HTTP/1.1" 200 1419
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/ncmik/mediaSub.css HTTP/1.1" 200 27183
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/jquery.printElement.js HTTP/1.1" 200 8620
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/utils/datepicker/css/datepicker.css HTTP/1.1" 200 32134
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/print/print.css HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/css/myCR/my_cr.css HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/js/accordianMenu.js HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/images/sub/foot01.PNG HTTP/1.1" 200 27944
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/images/sub/foot02.PNG HTTP/1.1" 200 23249
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/utils/datepicker/js/datepicker.js HTTP/1.1" 200 146983
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/utils/datepicker/js/lang/ko.js HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/images/sub/sub_bg.png HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:27 +0900] "GET /cris/resources/images/sub/subdiv_icon.png HTTP/1.1" 200 12839
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:28 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1586997987067 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:28 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:46:28 +0900] "GET /cris/resources/css/ncmik/fonts/woff/NotoSansKR-Bold-Hestia.woff HTTP/1.1" 200 244996
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:47:21 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35041
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:47:28 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:50:45 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35041
0:0:0:0:0:0:0:1 - - [16/Apr/2020:09:50:46 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:01:57 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35067
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:01:57 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:03:03 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35067
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:03:03 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:03:48 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35074
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:03:48 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:04:28 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35079
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:04:28 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:04 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:04 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1587002944102 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:04 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:07 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:07 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:30 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:30 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:51 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:09:51 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:10 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:10 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:18 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:18 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:22 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:22 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:38 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35084
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:10:38 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:11:11 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35095
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:11:11 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:13:07 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35075
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:13:07 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:15:38 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:15:38 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1587003338429 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:15:38 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:15:41 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35086
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:15:41 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:16:07 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35086
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:16:07 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:16:50 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35086
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:16:50 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:17:27 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35082
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:17:27 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:04 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35079
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:04 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:10 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35079
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:10 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:25 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35082
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:26 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:51 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35079
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:19:51 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:20:17 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35094
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:20:17 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:21:49 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35278
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:21:49 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:23:11 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35278
0:0:0:0:0:0:0:1 - - [16/Apr/2020:11:23:12 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:19:27 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35355
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:19:27 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:20:23 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35358
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:20:24 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:20:53 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35364
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:20:53 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:21:14 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35364
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:21:14 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:23:39 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35394
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:23:39 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:24:59 +0900] "GET /cris/board/myClinicalResearch/myClRsrch.do HTTP/1.1" 200 38369
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:24:59 +0900] "GET /cris/index/auth/readMenuAuth.do?menu_url=%2Fboard%2FmyClinicalResearch%2FmyClRsrch.do&_=1587011099574 HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:24:59 +0900] "POST /cris/board/myClinicalResearch/registration_mng.do HTTP/1.1" 200 4502
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:25:02 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35388
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:25:02 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:41:58 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35280
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:41:58 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:45:07 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35419
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:45:07 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:21 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35333
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:21 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:40 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35333
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:41 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:54 +0900] "POST /cris/board/myClinicalResearch/regSubView.do HTTP/1.1" 200 35337
0:0:0:0:0:0:0:1 - - [16/Apr/2020:13:46:54 +0900] "POST /cris/board/myClinicalResearch/regSubData.do HTTP/1.1" 200 9707
